hex_id,badQualityPercent,meeting,attendee
8530d943fffffff,0,0|1,0|1
8544d92ffffffff,0.01,1|51,1|115
8544d9cffffffff,0,0|4,0|4
8544d9d7fffffff,0,0|9,0|12
8544d98ffffffff,0.05,1|18,1|22
8544d997fffffff,0,0|18,0|19
8544d9a7fffffff,0,0|2,0|2
8544d837fffffff,0,0|3,0|3
8544d847fffffff,0,0|40,0|49
8544d84ffffffff,0.02,58|1865,62|2944
8548d843fffffff,0,0|1,0|1
8544d857fffffff,0,0|12,0|12
8544d867fffffff,0,0|30,0|33
8544d86ffffffff,0,0|4,0|4
8548d863fffffff,0,0|3,0|3
8544d80ffffffff,0,0|14,0|16
8548d80bfffffff,0,0|10,0|10
8544d807fffffff,0,0|22,0|24
8544d817fffffff,0,0|12,0|12
8548d82bfffffff,0.03,9|74,10|338
8548d8bbfffffff,0,0|1,0|1
8548d8b3fffffff,0.05,2|36,2|42
8528d8a3fffffff,0,0|1,0|1
8528d8dbfffffff,0,0|2,0|2
8544d877fffffff,0,0|5,0|6
8548d873fffffff,0,0|13,0|13
8548d87bfffffff,0,0|1,0|1
8548d883fffffff,0,0|19,0|27
8544d887fffffff,0,0|14,0|16
8548d88bfffffff,0,0|1,0|1
8548d89bfffffff,0,0|1,0|1
8544d8affffffff,0.13,1|6,1|8
8548d343fffffff,0,0|1,0|1
8544d357fffffff,0,0|1,0|26
858cd3b7fffffff,0,0|2,0|3
8544d30ffffffff,0,0|3,0|3
8544d32ffffffff,0,0|1,0|1
8528d3a3fffffff,0,0|1,0|1
8528d3abfffffff,0,0|3,0|3
8540d3d3fffffff,0.33,3|9,3|9
8544d377fffffff,0,0|2,0|2
8544d3affffffff,0,0|1,0|1
8548d24bfffffff,0,0|2,0|2
8510d26bfffffff,0,0|1,0|1
8548d2cbfffffff,0,0|1,0|1
8528d28bfffffff,0,0|1,0|1
8548d28bfffffff,0,0|2,0|2
8528d513fffffff,0,0|1,0|1
8528d51bfffffff,0,0|14,0|14
8544d537fffffff,0,0|2,0|2
8544d54ffffffff,0,0|12,0|13
8528d50bfffffff,0,0|40,0|42
8528d553fffffff,0,1|280,1|464
8528d55bfffffff,0.02,2|137,3|167
8528d56bfffffff,0,0|10,0|10
8544d517fffffff,0,0|8,0|9
8548d523fffffff,0,0|1,0|1
8528d543fffffff,0.01,7|480,7|638
8528d54bfffffff,0,0|133,0|146
8528d59bfffffff,0,0|6,0|6
8528d593fffffff,0.08,1|12,1|13
8544d5c7fffffff,0,0|64,0|83
8544d5cffffffff,0.01,1|46,1|72
8544d5d7fffffff,0.01,1|57,1|127
8528d57bfffffff,0,0|39,0|41
8528d573fffffff,0,0|4,0|4
8528d58bfffffff,0,0|3,0|3
8528d5dbfffffff,0.01,1|73,1|87
8528d5d3fffffff,0,0|98,0|205
8544d58ffffffff,0,0|1,0|1
854cd597fffffff,0.02,1|7,1|48
8528d5c3fffffff,0.01,1|92,1|110
8528d5cbfffffff,0,0|204,0|259
8544d5a7fffffff,0,0|13,0|14
8528d42bfffffff,0,0|5,0|5
854cd457fffffff,0,0|2,0|2
854cd42ffffffff,0.08,8|82,15|194
854cd427fffffff,0.25,3|9,3|12
8528d493fffffff,0,0|1,0|1
8548d4dbfffffff,0,0|1,0|1
8544de37fffffff,0.5,1|2,1|2
8528de1bfffffff,0.1,1|8,1|10
8528de13fffffff,0.02,1|47,1|51
8544de4ffffffff,0.09,1|11,1|11
8514de2ffffffff,0,0|1,0|1
8510de1bfffffff,0.09,1|11,1|11
8544de67fffffff,0,0|2,0|2
8528de3bfffffff,0,0|3,0|3
8544de27fffffff,0,0|1,0|1
8528de9bfffffff,0,0|1,0|1
8528de93fffffff,0,0|2,0|2
8528dea3fffffff,0,0|1,0|1
8528de8bfffffff,0,0|70,0|72
8528de83fffffff,0,0|10,0|10
8528ded3fffffff,0,0|20,0|20
8544de77fffffff,0,0|1,0|1
8544de87fffffff,0,0|29,0|35
8544de8ffffffff,0.02,3|95,3|129
8544de97fffffff,0.02,5|147,5|249
8528dec3fffffff,0,0|13,0|13
8544e14ffffffff,0,0|2,0|2
8544e157fffffff,0,0|4,0|7
8530e163fffffff,0.25,1|3,1|4
8530e153fffffff,0,0|25,0|31
8530e15bfffffff,0.05,1|19,1|21
8544e127fffffff,0,0|2,0|3
8544e12ffffffff,0,0|6,0|6
8530e19bfffffff,0,0|4,0|4
8544e1cffffffff,0,0|6,0|7
8530e183fffffff,0,0|2,0|2
8544e18ffffffff,0,0|1,0|1
8530e1dbfffffff,0.03,5|144,6|179
8530e1c3fffffff,0.03,1|31,1|40
8530e1cbfffffff,0.06,2|29,2|33
8544e197fffffff,0,0|2,0|2
8544e037fffffff,0,0|1,0|1
8544e04ffffffff,0,0|4,0|4
8530e033fffffff,0,0|7,0|8
8530e03bfffffff,0,0|14,0|19
8530e0a3fffffff,0,0|4,0|4
8530e0abfffffff,0,0|20,0|25
853ce08ffffffff,0,0|3,0|3
8510db03fffffff,0,0|3,0|3
8544db4ffffffff,0,1|188,1|241
8548db53fffffff,0,0|1,0|1
8544db6ffffffff,0,0|3,0|3
8544db07fffffff,0,0|7,0|7
8544db0ffffffff,0,0|4,0|4
8544db17fffffff,0,0|1,0|1
8544db27fffffff,0,0|1,0|1
8544db2ffffffff,0,0|1,0|1
8530dbabfffffff,0,0|1,0|1
8548dbcbfffffff,0,0|2,0|2
8544dbc7fffffff,0,0|9,0|13
8544dbd7fffffff,0,0|1,0|3
8544db77fffffff,0.17,1|6,1|6
8544db8ffffffff,0,0|6,0|6
8544db87fffffff,0,0|2,0|2
8544db97fffffff,0,0|7,0|7
8544da37fffffff,0.05,1|20,1|21
8544da67fffffff,0,0|10,0|12
8544da07fffffff,0,0|11,0|12
8544da17fffffff,0,0|2,0|2
8544da27fffffff,0,0|3,0|3
8544dab7fffffff,0.01,7|506,9|614
8544da87fffffff,0.02,1|59,1|63
8544da97fffffff,0.01,1|181,1|191
8544daaffffffff,0.01,4|262,4|290
8544daa7fffffff,0,0|6,0|8
8548dd33fffffff,0,0|2,0|2
8544dd47fffffff,0.04,3|70,3|84
8548dd4bfffffff,0.06,2|45,4|69
8544dd4ffffffff,0.04,3|32,3|82
8544dd57fffffff,0.01,4|310,5|382
8544dd67fffffff,0,0|66,0|106
8528dd5bfffffff,0,0|2,0|2
8544dd0ffffffff,0,0|4,0|4
8544dd17fffffff,0.07,1|10,1|15
8544ddc7fffffff,0,0|14,0|14
8544ddcffffffff,0,0|71,0|77
8544ddd7fffffff,0.02,1|25,1|51
8544dd77fffffff,0,0|2,0|2
8544dd8ffffffff,0.11,3|29,5|45
8544dd87fffffff,0,0|13,0|15
8544ddaffffffff,0,0|2,0|2
8528dc1bfffffff,0,0|1,0|1
8544dc47fffffff,0,0|3,0|3
85bcdc87fffffff,0.09,8|72,8|92
8528dc53fffffff,0,0|2,0|2
8528dc5bfffffff,0,0|1,0|1
8528dc63fffffff,0,0|3,0|3
8548dc23fffffff,0,0|1,0|1
8544dc27fffffff,0,0|1,0|1
8544dc2ffffffff,0,0|1,0|1
8548dcb3fffffff,0,0|3,0|3
8544dcb7fffffff,0,0|3,0|3
8544dccffffffff,0,0|4,0|4
8528dc7bfffffff,0,0|2,0|2
8510dc93fffffff,0.15,2|20,4|27
8544dca7fffffff,0,0|3,0|3
8520e60bfffffff,0.29,17|37,35|121
8544e627fffffff,0,0|13,0|13
853ce697fffffff,0,0|2,0|2
853ce6c7fffffff,0,0|5,0|6
853ce6cffffffff,0,0|2,0|2
8544e947fffffff,0,0|1,0|1
8544e94ffffffff,0,0|1,0|1
8548e95bfffffff,0,0|22,0|23
8548e96bfffffff,0,0|153,0|176
8544e96ffffffff,0,0|1,0|1
8544e917fffffff,0,0|3,0|3
8544e9cffffffff,0,0|2,0|2
8544e977fffffff,0,0|1,0|1
8548e993fffffff,0,0|1,0|1
8544e9affffffff,0,0|1,0|1
8544e837fffffff,0.03,8|200,8|293
8548e843fffffff,0,0|34,0|37
8548e853fffffff,0,0|77,0|90
854ce857fffffff,0,0|1,0|1
8544e86ffffffff,0,0|3,0|3
8544e867fffffff,0,0|12,0|13
8548e80bfffffff,0,0|46,0|55
8544e80ffffffff,0,0|9,0|10
8544e807fffffff,0,0|4,0|4
8548e81bfffffff,0,0|15,0|16
8544e82ffffffff,0.04,3|66,3|75
8544e827fffffff,0,0|29,0|31
8544e8b7fffffff,0,0|1,0|1
8548e8cbfffffff,0,0|9,0|10
8548e8c3fffffff,0,0|27,0|29
8544e8cffffffff,0,0|1,0|1
8530e893fffffff,0,0|1,0|1
8548e873fffffff,0,0|4,0|4
8544e88ffffffff,0,0|1,0|1
8544e8a7fffffff,0.02,1|41,1|50
8544e8affffffff,0,0|148,0|244
8530e313fffffff,0.08,1|5,1|12
8544e34ffffffff,0,0|20,0|25
8530e30bfffffff,0,0|2,0|2
8544e357fffffff,0,0|2,0|3
8544e36ffffffff,0,0|1,0|1
8530e363fffffff,0,0|2,0|3
8530e36bfffffff,0,0|1,0|2
8544e3cffffffff,0,0|1,0|2
8530e383fffffff,0,0|1,0|1
8530e37bfffffff,0,0|5,0|6
8544e24ffffffff,0,0|18,0|21
8544e257fffffff,0,0|1,0|1
8544e207fffffff,0.1,1|9,1|10
8544e20ffffffff,0,0|1,0|1
853ce247fffffff,0,0|1,0|1
8548e273fffffff,0,0|2,0|3
8544e277fffffff,0,0|6,0|6
8544e287fffffff,0,0|16,0|18
8544e297fffffff,0,0|46,0|51
8544e2a7fffffff,0,0|2,0|5
8544e2affffffff,0,0|1,0|1
8544e537fffffff,0,0|16,0|19
8544e557fffffff,0.06,1|16,1|17
8530e56bfffffff,0,0|1,0|1
8544e507fffffff,0,0|27,0|28
8548e5b3fffffff,0,0|4,0|4
8548e5bbfffffff,0,0|1,0|1
852ce597fffffff,0,0|1,0|1
8548e5a3fffffff,0,0|1,0|1
8544e5affffffff,0,0|25,0|30
8544e5a7fffffff,0,0|10,0|12
85a8e41bfffffff,0,0|1,0|1
854cee4ffffffff,0,0|6,0|8
8544ee4ffffffff,0.02,5|206,5|298
8530ee13fffffff,0,0|2,0|2
8544ee57fffffff,0,0|1,0|1
8544ee6ffffffff,0,0|20,0|21
854cee6ffffffff,0,0|19,0|21
8544ee07fffffff,0,0|1,0|1
8544ee0ffffffff,0,0|25,0|28
8548ee13fffffff,0,0|4,0|4
8548ee2bfffffff,0,0|1,0|1
8544ee2ffffffff,0,0|5,0|10
8544eeb7fffffff,0.01,1|52,1|114
8548eecbfffffff,0,0|1,0|1
8530ee9bfffffff,0,0|2,0|2
854cee77fffffff,0,0|4,0|4
8544ee77fffffff,0,0|13,0|13
8520eebbfffffff,0,0|1,0|1
8544eea7fffffff,0,0|1,0|1
853cf117fffffff,0,0|3,0|7
8544f14ffffffff,0,0|1,0|2
853cf107fffffff,0,0|1,0|1
853cf10ffffffff,0.16,7|21,21|129
8528f15bfffffff,0,0|1,0|1
853cf167fffffff,0,0|1,0|1
8528f173fffffff,0,0|1,0|1
853cf177fffffff,0.2,13|37,74|364
8528f013fffffff,0.01,1|68,1|97
8528f01bfffffff,0.01,1|58,1|67
8544f047fffffff,0.02,3|148,3|167
8544f04ffffffff,0,0|21,0|21
8528f02bfffffff,0,0|1,0|1
8544f057fffffff,0,2|313,2|542
8528f00bfffffff,0,0|34,0|34
8528f003fffffff,0,0|208,0|348
8544f06ffffffff,0,0|13,0|23
8528f05bfffffff,0,0|1,0|1
8544f00ffffffff,0,0|5,0|5
8544f007fffffff,0,0|1,0|1
8544f017fffffff,0,0|10,0|29
8544f02ffffffff,0,0|2,0|2
8528f09bfffffff,0,0|1,0|1
8528f093fffffff,0,0|1,0|1
8544f0c7fffffff,0.06,1|16,1|16
8544f0cffffffff,0.01,1|157,1|175
8528f0abfffffff,0.05,1|19,1|20
8528f073fffffff,0,0|1,0|1
8528f07bfffffff,0,0|1,0|1
8528f08bfffffff,0,0|2,0|4
8528f083fffffff,0,0|2,0|2
8544f077fffffff,0,0|8,0|8
8528f0b3fffffff,0,0|4,0|4
8528f0bbfffffff,0,0|3,0|3
853cf0b7fffffff,0,0|3,0|4
8510f0d3fffffff,0,0|9,0|12
8528f0c3fffffff,0,0|1,0|1
8544eb37fffffff,0,0|2,0|2
8544eb47fffffff,0,0|1,0|1
8548eb43fffffff,0,0|2,0|2
8544eb57fffffff,0,0|28,0|122
8544eb67fffffff,0,0|1,0|1
8544eb07fffffff,0,0|9,0|9
8548eb1bfffffff,0,0|1,0|1
8548eb23fffffff,0,0|4,0|4
8544eb27fffffff,0,0|86,0|107
8544eb2ffffffff,0,0|5,0|5
8548ebbbfffffff,0.01,3|190,3|257
8548ebb3fffffff,0,0|74,0|80
8544ebb7fffffff,0.05,1|17,1|20
8544ebcffffffff,0,0|5,0|6
8544ebc7fffffff,0,0|9,0|19
8544ebd7fffffff,0,0|2,0|10
854ceb87fffffff,0,0|2,0|2
8548eb83fffffff,0,0|5,0|5
8544eb87fffffff,0.22,2|6,2|9
8548eba3fffffff,0.01,7|556,8|1001
8548ebabfffffff,0.01,11|1182,13|1901
8544ea4ffffffff,0,0|5,0|5
8548ea43fffffff,0,0|2,0|2
853cea07fffffff,0.08,1|10,1|13
8544ea07fffffff,0,0|2,0|2
8544ea0ffffffff,0,0|1,0|1
8544ea17fffffff,0,0|2,0|2
8544ea27fffffff,0,0|1,0|1
8544ea77fffffff,0,0|1,0|1
8544ea87fffffff,0,0|1,0|1
8544ea97fffffff,0,0|1,0|5
8530eac3fffffff,0,0|1,0|1
8544eaa7fffffff,0,0|4,0|4
8548ed33fffffff,0,0|4,0|5
8544ed67fffffff,0,0|12,0|14
8544ed6ffffffff,0,0|1,0|1
8544ed27fffffff,0,0|2,0|2
8544edd7fffffff,0,0|1,0|1
8544ed77fffffff,0,0|22,0|23
8544ed8ffffffff,0,0|1,0|1
8544ec37fffffff,0,0|3,0|7
8544ec47fffffff,0,0|1,0|1
8544ec6ffffffff,0,0|8,0|13
8548ec63fffffff,0,0|1,0|1
8544ecc7fffffff,0,0|1,0|1
8548ecd3fffffff,0,0|1,0|1
8548ec7bfffffff,0,0|1,0|1
8544f637fffffff,0,0|18,0|19
853cf667fffffff,0,0|1,0|1
853cf66ffffffff,0,0|1,0|1
8510f643fffffff,0,0|1,0|1
8544f607fffffff,0,0|25,0|27
8544f617fffffff,0.02,1|44,1|45
85bcf6b7fffffff,0,0|2,0|2
853cf637fffffff,0,0|1,0|1
8544f627fffffff,0,0|54,0|60
8560f6d3fffffff,0,0|2,0|2
8544f6c7fffffff,0,0|16,0|18
8544f6d7fffffff,0,0|43,0|51
8544f687fffffff,0,0|1,0|1
8544f6a7fffffff,0,0|14,0|19
853cf32ffffffff,0,0|2,0|2
8528f323fffffff,0,0|1,0|1
8544f357fffffff,0.08,1|12,1|12
8544f367fffffff,0,0|1,0|2
8528f303fffffff,0,0|2,0|2
8528f36bfffffff,0,0|8,0|9
8528f33bfffffff,0,0|2,0|2
8544f32ffffffff,0,0|1,0|1
853cf3a7fffffff,0.2,1|2,1|5
8528f393fffffff,0,0|1,0|2
854cf3cffffffff,0,0|1,0|2
853cf38ffffffff,0,0|1,0|2
8528f383fffffff,0,0|2,0|2
8544f377fffffff,0,0|3,0|3
853cf3c7fffffff,0.5,1|1,1|2
8528f213fffffff,0,0|1,0|1
8528f293fffffff,0,0|1,0|1
853cf287fffffff,0,0|3,0|4
8528f283fffffff,0,0|2,0|2
853cf2d7fffffff,0,0|20,0|21
853cf2cffffffff,0,0|1,0|1
853cf2c7fffffff,0.04,81|1405,91|2267
853cf517fffffff,0,0|1,0|1
8544f547fffffff,0.11,1|9,1|9
85a8f57bfffffff,0,0|2,0|2
8544f557fffffff,0,0|3,0|3
8528f503fffffff,0,0|1,0|1
8528f553fffffff,0,0|2,0|2
8544f507fffffff,0,0|5,0|5
8528f54bfffffff,0,0|1,0|1
8528f5dbfffffff,0,0|5,0|6
8544f437fffffff,0,0|1,0|1
853cf417fffffff,0,0|2,0|2
8528f42bfffffff,0,0|4,0|4
8544f447fffffff,0,0|1,0|1
8528f423fffffff,0,0|2,0|2
853cf40ffffffff,0,0|1,0|1
8544f407fffffff,0,0|1,0|1
8548f403fffffff,0,0|1,0|1
8544f40ffffffff,0,0|1,0|1
8544f417fffffff,0,0|12,0|12
8528f433fffffff,0,0|1,0|1
853cf447fffffff,0,0|9,0|10
8544f427fffffff,0.03,2|39,2|63
853cf437fffffff,0,0|2,0|3
8544f42ffffffff,0,0|1,0|1
8548f4b3fffffff,0,0|9,0|29
8544f4cffffffff,0,0|2,0|2
8544f4c7fffffff,0.13,1|8,1|8
8528f4abfffffff,0,0|2,0|2
8528f4a3fffffff,0,0|1,0|1
853cf497fffffff,0,0|1,0|1
8528f473fffffff,0,0|3,0|3
8544f4d7fffffff,0,0|1,0|1
8544f48ffffffff,0,0|2,0|2
8544f487fffffff,0,0|1,0|1
8528f4b3fffffff,0,0|3,0|3
8544f497fffffff,0,0|3,0|3
8544f4affffffff,0,0|1,0|1
8565014ffffffff,0,0|1,0|1
854501b7fffffff,0,0|4,0|4
856501d7fffffff,0,0|1,0|1
85a90123fffffff,0,0|2,0|2
8539019bfffffff,0,0|1,0|1
85a9012bfffffff,0,0|1,0|1
853901d3fffffff,0,0|8,0|9
85650037fffffff,0,0|1,0|1
85650017fffffff,0,0|1,0|1
85390053fffffff,0,0|1,0|1
8539003bfffffff,0,0|7,0|7
853900b3fffffff,0,0|2,0|2
8530062bfffffff,0,0|17,0|19
85600663fffffff,0.17,1|5,1|6
8560066bfffffff,0,0|1,0|1
8560064bfffffff,0,0|4,0|6
8560061bfffffff,0,0|6,0|9
85600613fffffff,0.08,5|39,5|63
8560069bfffffff,0,0|5,0|5
8560068bfffffff,0,0|1,0|1
85a808a3fffffff,0,0|1,0|1
8548086bfffffff,0.02,2|36,3|136
852c0847fffffff,0,0|1,0|1
855408b7fffffff,0,0|1,0|1
854802bbfffffff,0,0|17,0|21
854802b3fffffff,0,0|1,0|1
85480283fffffff,0,0|16,0|18
85180523fffffff,0,0|1,0|1
85180533fffffff,0,0|1,0|1
85180583fffffff,0,0|2,0|2
8540041bfffffff,0,0|1,0|1
85a804bbfffffff,0,0|1,0|1
856004dbfffffff,0.08,5|51,6|79
856004d3fffffff,0.05,17|236,20|381
85480ed3fffffff,0.1,1|9,1|10
85a80e6bfffffff,0,0|2,0|2
853c112ffffffff,0,0|3,0|3
85a8119bfffffff,0,0|2,0|2
8528112bfffffff,0,0|1,0|1
85601133fffffff,0,0|2,0|2
85a811d3fffffff,0,0|2,0|2
853c1167fffffff,0,0|1,0|1
85601123fffffff,0.04,4|92,4|101
853c1147fffffff,0.25,2|7,2|8
85a811c3fffffff,0.1,1|10,1|10
85a81113fffffff,0,0|2,0|3
85a8112bfffffff,0,0|12,0|12
856811bbfffffff,0,0|1,0|1
85a8115bfffffff,0,0|2,0|2
85a81163fffffff,0,0|7,0|7
85a8116bfffffff,0,0|34,0|35
8580115bfffffff,0,0|1,0|1
85a81143fffffff,0.1,3|27,3|29
85a8114bfffffff,0,0|4,0|4
853c1017fffffff,0,0|3,0|3
85a810abfffffff,0,0|2,0|2
85a81083fffffff,0,0|1,0|1
853c1047fffffff,0,0|2,0|2
85a810cbfffffff,0,0|1,0|2
85a810c3fffffff,0,0|1,0|1
856010dbfffffff,0,0|3,0|3
85a81023fffffff,0.3,3|9,3|10
858c100ffffffff,0,0|2,0|3
85a8102bfffffff,0,0|1,0|1
853c108ffffffff,0,0|1,0|1
85a81003fffffff,0.06,1|16,1|16
85a8100bfffffff,0.04,1|25,1|26
85a81063fffffff,0,0|4,0|4
858c104ffffffff,0,0|7,0|7
85a81033fffffff,0,0|9,0|9
85a8103bfffffff,0.06,1|14,1|18
85481093fffffff,0,0|1,0|1
858c1067fffffff,0,0|1,0|1
858c106ffffffff,0,0|8,0|9
85480bb3fffffff,0,0|2,0|2
85a80b53fffffff,0,0|1,0|1
853c0a27fffffff,0.75,1|1,3|4
85480a83fffffff,0,0|2,0|2
853c0acffffffff,0,0|3,0|3
85a80c93fffffff,0,0|2,0|2
85180c93fffffff,0,0|1,0|1
85180cc3fffffff,0,0|2,0|2
85180cdbfffffff,0,0|2,0|2
8510160bfffffff,0.15,1|25,7|46
8544164ffffffff,0,0|8,0|8
853c160ffffffff,0,0|1,0|1
8544160ffffffff,0,0|6,0|6
85441607fffffff,0,0|1,0|1
853c164ffffffff,0.03,1|31,1|31
8560160bfffffff,0,0|1,0|1
856016d3fffffff,0,0|1,0|1
853c16affffffff,0,0|2,0|3
8510167bfffffff,0.5,1|2,1|2
85101673fffffff,0,0|1,0|1
85081693fffffff,0,0|25,0|29
856016c3fffffff,0.06,1|17,1|18
8560169bfffffff,0,0|1,0|1
85a8166bfffffff,0,0|2,0|3
856016a3fffffff,0.08,1|13,1|13
85481683fffffff,0,0|1,0|1
85601673fffffff,0,0|3,0|3
85601683fffffff,0.25,1|4,1|4
853c1917fffffff,0,0|6,0|6
85401973fffffff,0.19,3|13,3|16
8510181bfffffff,0,0|1,0|1
85a818dbfffffff,0.08,1|12,1|12
85281863fffffff,0,0|1,0|2
853c188ffffffff,0,0|1,0|1
852818d3fffffff,0,0|1,0|1
85a81393fffffff,0.25,3|11,3|12
8560135bfffffff,0,0|9,0|9
85a8139bfffffff,0,0|1,0|2
85a813a3fffffff,0.5,1|1,1|2
85441357fffffff,0.06,2|124,16|285
85a81383fffffff,0.2,1|5,1|5
85a8138bfffffff,0,0|1,0|1
8560134bfffffff,0,0|1,0|1
85601313fffffff,0.05,1|17,1|19
85a813d3fffffff,0,0|1,0|1
85441307fffffff,0,0|39,0|40
8544130ffffffff,0.02,5|217,5|271
85a813b3fffffff,0.06,10|150,12|190
85a813bbfffffff,0,0|1,0|1
8544132ffffffff,0,0|24,0|24
85a813cbfffffff,0,0|5,0|5
85441327fffffff,0,0|12,0|12
85a81323fffffff,0,0|7,0|7
854413cffffffff,0,0|68,0|81
854413c7fffffff,0,0|29,0|30
853c138ffffffff,0.12,57|558,90|773
858c1317fffffff,0,0|1,0|1
85a8130bfffffff,0,0|1,0|1
85441377fffffff,0.01,4|154,4|378
8560139bfffffff,0,0|3,0|3
85a81363fffffff,0,0|1,0|1
852013bbfffffff,0,0|4,0|5
85a8133bfffffff,0,0|4,0|4
8548123bfffffff,0,0|3,0|14
85a812a3fffffff,0,0|4,0|4
85481263fffffff,0.25,1|5,2|8
852c1257fffffff,0,0|1,0|1
853c1267fffffff,0,0|1,0|1
85ac12cffffffff,0,0|1,0|1
85201283fffffff,0.58,5|7,7|12
85481273fffffff,0.06,6|56,7|122
851012cbfffffff,0.5,1|2,1|2
8548127bfffffff,0,0|2,0|2
85a8126bfffffff,0,0|1,0|1
85a81233fffffff,0.19,3|15,3|16
85601553fffffff,0.04,1|19,1|23
85081513fffffff,0,0|1,0|1
8560152bfffffff,0,0|1,0|1
8528153bfffffff,0,0|3,0|21
853c1547fffffff,0,0|1,0|1
856015dbfffffff,0.02,2|90,2|97
856015d3fffffff,0,0|1,0|1
856015b3fffffff,0.2,1|4,1|5
85a8156bfffffff,0,0|1,0|1
8560157bfffffff,0,0|2,0|2
8560145bfffffff,0.04,318|5465,345|8547
8548143bfffffff,0,0|1,0|1
8548144bfffffff,0,0|2,0|10
8528142bfffffff,0,0|1,0|1
85481443fffffff,0,0|1,0|1
85601433fffffff,0,0|4,0|4
85481463fffffff,0,0|4,0|6
8548146bfffffff,0,0|1,0|1
8560144bfffffff,0,0|1,0|1
853c1467fffffff,0,0|1,0|1
85281453fffffff,0,0|1,0|1
8528146bfffffff,0,0|1,0|1
856014dbfffffff,0.2,1|5,1|5
856014b3fffffff,0,0|1,0|1
856014cbfffffff,0,0|1,0|1
852c1487fffffff,0,0|1,0|1
85481473fffffff,0,0|2,0|2
8548147bfffffff,0,0|4,0|11
85441e47fffffff,0.02,1|41,1|42
85441e57fffffff,0,0|16,0|18
85441e6ffffffff,0,0|41,0|49
85441e67fffffff,0.03,1|33,1|36
85a81e8bfffffff,0,0|1,0|1
85a81ed3fffffff,0,0|6,0|7
85601e1bfffffff,0,0|1,0|1
85a81edbfffffff,0,0|1,0|1
853c1e47fffffff,0,0|1,0|1
85a81eb3fffffff,0,0|1,0|1
85281e33fffffff,0,0|1,0|1
85281ea3fffffff,0,0|1,0|1
85a81e5bfffffff,0,0|1,0|1
85481e73fffffff,0,0|2,0|2
85441e77fffffff,0.02,2|73,2|91
85a81e33fffffff,0,0|3,0|3
85281ebbfffffff,0,0|5,0|5
85281ecbfffffff,0,0|2,0|4
85601e83fffffff,0.06,5|53,5|88
85182123fffffff,0,0|3,0|3
8518212bfffffff,0,0|1,0|1
85182113fffffff,0,0|3,0|3
8518213bfffffff,0,0|1,0|1
8518215bfffffff,0.1,1|17,2|20
85182153fffffff,0,0|1,0|1
8518218bfffffff,0,0|2,0|2
8518217bfffffff,0,0|1,0|1
85182173fffffff,0,0|8,0|9
851821abfffffff,0.14,1|7,1|7
851821a3fffffff,0.13,1|6,1|8
85182193fffffff,0,0|1,0|1
851821bbfffffff,0,0|1,0|1
851821b3fffffff,0,0|2,0|2
85182033fffffff,0,0|1,0|1
85481b4bfffffff,0,0|7,0|7
85281b5bfffffff,0.14,2|13,2|14
85481b03fffffff,0,0|1,0|1
85481b13fffffff,0,0|1,0|1
85281b4bfffffff,0,0|21,0|22
85281b43fffffff,0,0|1,0|1
85481b7bfffffff,0.06,1|15,1|18
85bc1b67fffffff,0.06,1|11,1|17
85bc1b37fffffff,0,0|2,0|2
85601a5bfffffff,0,0|3,0|3
85281a23fffffff,0.5,1|2,1|2
85441a47fffffff,0,0|9,0|11
85441a57fffffff,0,0|6,0|6
85441a07fffffff,0,0|62,0|69
85441a17fffffff,0.01,2|228,2|274
85a81ac3fffffff,0,0|2,0|2
85441a2ffffffff,0,0|7,0|8
85441ac7fffffff,0.01,6|351,6|437
85441acffffffff,0,0|166,0|255
85441ad7fffffff,0,0|65,0|86
85441a77fffffff,0,0|10,0|10
85481a73fffffff,0,0|4,0|4
85401a7bfffffff,0,0|1,0|1
85441a8ffffffff,0.01,1|166,1|187
85441a87fffffff,0,1|209,1|237
85441a97fffffff,0,0|59,0|60
853c1acffffffff,0,0|3,0|4
85281ab3fffffff,0,0|1,0|1
853c1ab7fffffff,0,0|3,0|4
85281d43fffffff,0,0|1,0|5
853c1c2ffffffff,0,0|4,0|4
85a81c93fffffff,0,0|2,0|2
85a81c73fffffff,0,0|1,0|1
8564266ffffffff,0.14,1|6,1|7
85602633fffffff,0.04,11|165,11|292
85382693fffffff,0,0|1,0|1
856026bbfffffff,0,0|6,0|6
856026cbfffffff,0,0|58,0|60
85602683fffffff,0.08,4|46,4|53
853826b3fffffff,0,0|2,0|2
85382913fffffff,0,0|2,0|2
852c2977fffffff,0,0|1,0|1
8518280bfffffff,0,0|31,0|34
85182803fffffff,0,0|1,0|1
85182813fffffff,0,0|21,0|31
85582853fffffff,0.5,3|4,5|10
85182843fffffff,0,0|17,0|17
8518284bfffffff,0,0|2,0|2
85182853fffffff,0,0|4,0|4
85182883fffffff,0,0|11,0|14
8518288bfffffff,0,0|1,0|1
8518287bfffffff,0,0|13,0|18
851828abfffffff,0,0|1,0|2
8518289bfffffff,0,0|1,0|1
851828c3fffffff,0,0|54,0|72
851828bbfffffff,0.05,2|30,2|43
85182303fffffff,0,0|2,0|2
85482333fffffff,0,0|2,0|2
85182323fffffff,0,0|1,0|1
85182333fffffff,0,0|4,0|4
8518236bfffffff,0,0|3,0|3
85482323fffffff,0,0|6,0|6
853823abfffffff,0.5,1|2,1|2
851823a3fffffff,0,0|3,0|3
851823b3fffffff,0,0|3,0|3
851823bbfffffff,0,0|3,0|3
85602253fffffff,0,0|1,0|2
